0,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.592157,0.294118,0.513725,1.000000,1.000000,1.000000,0.145098,-0.003922,0.443137,-0.474510,0.843137,0.992157,0.074510,-0.341176,1.000000,0.858824,-0.105882,0.952941,0.913725,-0.584314,0.090196,0.772549,0.121569,0.647059,1.000000,1.000000,0.717647,0.113725,-0.184314,0.576471,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
0,1.000000,1.000000,1.000000,1.000000,0.866667,0.984314,1.000000,1.000000,1.000000,0.898039,-0.168627,-0.505882,-0.231373,0.952941,1.000000,0.945098,-0.231373,-0.184314,0.819608,-0.419608,0.662745,1.000000,0.105882,-0.372549,1.000000,1.000000,-0.215686,0.764706,1.000000,-0.137255,-0.490196,0.262745,0.050980,-0.160784,0.968627,1.000000,-0.043137,-0.262745,-0.035294,0.035294,0.835294,1.000000,1.000000,0.960784,1.000000,1.000000,1.000000,1.000000,1.000000
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.694118,0.090196,-0.003922,0.921569,1.000000,0.992157,0.568627,-0.443137,-0.560784,0.160784,0.952941,0.945098,-0.317647,-0.560784,0.239216,0.952941,1.000000,1.000000,0.976471,0.560784,0.866667,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.984314,0.913725,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.992157,1.000000,1.000000,0.498039,-0.098039,0.898039,1.000000,1.000000,0.749020,-0.184314,-0.466667,0.474510,0.984314,0.952941,0.027451,-0.380392,0.105882,0.929412,1.000000,1.000000,0.984314,0.819608,0.945098,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
1,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.890196,0.733333,0.960784,1.000000,0.560784,0.082353,-0.090196,-0.090196,-0.019608,0.788235,1.000000,0.388235,0.498039,0.874510,0.984314,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,0.960784,1.000000,1.000000,1.000000,1.000000,1.000000,0.843137,-0.325490,0.529412,1.000000,1.000000,0.929412,0.709804,0.545098,-0.341176,0.435294,1.000000,1.000000,0.333333,0.403922,0.560784,-0.521569,0.874510,1.000000,0.898039,0.262745,1.000000,-0.011765,0.145098,1.000000,1.000000,0.858824,0.223529,0.223529,0.050980,0.584314,1.000000,1.000000,1.000000,0.882353,0.905882,1.000000,0.992157,1.000000,1.000000
2,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.921569,0.764706,1.000000,0.850980,0.270588,0.921569,1.000000,0.576471,0.764706,0.615686,-0.019608,-0.364706,0.803922,0.968627,0.019608,0.733333,-0.098039,0.850980,-0.011765,0.898039,0.882353,-0.301961,-0.113725,0.482353,0.921569,-0.035294,1.000000,1.000000,0.529412,0.545098,1.000000,0.811765,0.325490,1.000000,1.000000,1.000000,1.000000,1.000000,0.984314,0.976471,1.000000
3,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.607843,0.372549,1.000000,1.000000,1.000000,1.000000,1.000000,-0.058824,0.654902,0.976471,1.000000,0.176471,0.631373,1.000000,-0.105882,0.349020,-0.349020,0.788235,0.286275,0.482353,1.000000,0.003922,0.160784,0.341176,-0.011765,0.058824,0.733333,1.000000,0.984314,1.000000,1.000000,0.152941,0.317647,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
3,1.000000,1.000000,1.000000,1.000000,0.968627,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.576471,-0.113725,0.890196,1.000000,0.905882,0.647059,-0.090196,0.882353,-0.121569,0.466667,1.000000,0.003922,-0.388235,-0.600000,0.788235,-0.152941,0.811765,1.000000,-0.427451,-0.623529,-0.756863,-0.380392,0.333333,1.000000,1.000000,0.490196,0.443137,0.600000,0.694118,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1.000000,1.000000,1.000000,1.000000,0.913725,0.984314,1.000000,1.000000,1.000000,0.827451,0.035294,-0.403922,0.952941,1.000000,1.000000,0.380392,-0.168627,0.082353,-0.215686,1.000000,1.000000,1.000000,0.654902,0.921569,0.552941,0.027451,1.000000,1.000000,0.827451,0.058824,-0.160784,-0.568627,-0.607843,0.129412,1.000000,0.984314,0.945098,0.866667,0.364706,0.262745,0.850980,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.286275,0.521569,1.000000,1.000000,1.000000,0.945098,0.152941,-0.654902,0.498039,0.466667,0.811765,1.000000,0.968627,0.654902,-0.043137,-0.396078,0.443137,0.952941,1.000000,0.827451,0.121569,-0.529412,0.607843,1.000000,1.000000,0.992157,0.325490,0.576471,0.647059,0.945098,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.976471,0.827451,1.000000,0.968627,0.858824,1.000000,0.905882,0.176471,-0.160784,0.976471,0.694118,0.301961,1.000000,0.419608,0.356863,0.356863,0.121569,0.121569,0.803922,1.000000,0.364706,0.701961,0.968627,0.341176,0.717647,1.000000,1.000000,0.121569,0.686275,1.000000,1.000000,1.000000,1.000000,1.000000,0.450980,0.780392,1.000000,1.000000,1.000000,1.000000
5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.827451,0.694118,1.000000,1.000000,1.000000,0.819608,-0.058824,0.568627,0.176471,0.992157,1.000000,0.937255,0.270588,0.152941,0.168627,0.129412,0.992157,1.000000,0.796078,0.286275,0.929412,0.066667,0.709804,1.000000,1.000000,0.490196,0.388235,1.000000,1.000000,1.000000,1.000000,1.000000,0.647059,0.780392,1.000000,1.000000,1.000000,1.000000
6,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.945098,0.466667,0.168627,0.098039,0.443137,0.913725,1.000000,0.686275,0.137255,0.333333,-0.082353,0.019608,-0.129412,1.000000,0.984314,1.000000,0.874510,-0.019608,-0.113725,0.662745,1.000000,1.000000,1.000000,1.000000,0.968627,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
7,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.647059,0.686275,1.000000,1.000000,1.000000,0.686275,0.098039,0.066667,0.662745,1.000000,1.000000,1.000000,0.458824,0.121569,1.000000,0.458824,0.537255,0.615686,1.000000,0.921569,0.090196,0.505882,-0.333333,0.050980,0.811765,1.000000,1.000000,0.835294,0.419608,0.694118,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
7,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.639216,0.474510,1.000000,0.984314,0.952941,0.984314,1.000000,0.176471,-0.129412,-0.207843,-0.239216,-0.231373,0.474510,1.000000,0.380392,0.207843,0.670588,0.819608,0.890196,0.952941,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
7,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.976471,0.882353,1.000000,1.000000,1.000000,0.866667,1.000000,0.537255,-0.160784,1.000000,0.835294,-0.262745,-0.027451,1.000000,0.552941,0.223529,0.545098,-0.529412,0.121569,0.945098,1.000000,0.678431,-0.654902,-0.372549,0.568627,1.000000,1.000000,1.000000,0.960784,0.450980,0.913725,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
8,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.992157,1.000000,1.000000,1.000000,1.000000,1.000000,0.592157,-0.427451,0.019608,0.741176,0.686275,0.984314,1.000000,-0.152941,0.152941,-0.733333,-0.576471,-0.701961,0.623529,1.000000,0.192157,-0.309804,0.286275,-0.349020,-0.074510,0.921569,1.000000,0.623529,0.811765,1.000000,0.976471,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000
